Project_ID,RFI_Count_to_Date,RFI_Count_per_10M,Avg_RFI_Response_Days,RFI_On_Time_Rate,Overdue_RFI_Rate,High_Critical_Overdue_Rate,RFI_Revision_Rate,RFI_Reopen_Rate,RFI_to_Change_Rate,Approved_Change_Value_Pct_Budget,Pending_Change_Exposure_Pct_Budget,Change_Approval_Cycle_Days,Old_Pending_Change_Rate,Forecast_Incorporation_Lag_Days,Contingency_Utilization_Pct,Revision_Loop_Rate,Workflow_Handoff_Rate,Workflow_Risk_Score_Snapshot
PRJ3-00631,150,5.834,8.394,0.2154,0.3353,0.0725,0.0915,0.0248,0.252,0.0297,0.0185,34.226,0.3744,10.146,0.3176,0.2481,0.5265,4
PRJ3-00632,99,4.63,5.782,0.4576,0.2176,0.067,0.1288,0.0596,0.1313,0.0277,0.0148,9.173,0.1455,0,0.2623,0.1787,0.3292,1
PRJ3-00633,10,2.656,11.858,0.08,0.4421,0.095,0.1468,0.0391,0.1872,0.0567,0.0275,28.801,0.3716,11.674,0.2355,0.2935,0.3265,6
PRJ3-00634,52,5.331,9.743,0.1247,0.3736,0.1001,0.0923,0.0402,0.1098,0.0412,0.0417,16.125,0.3351,4.03,0.3006,0.1371,0.2662,4
PRJ3-00635,16,2.217,4.936,0.5862,0.2139,0.0637,0.016,0.0266,0.0734,0.0125,0.0106,17.007,0.198,7.453,0.2772,0.2222,0.1792,2
PRJ3-00636,146,5.424,10.824,0.2344,0.4525,0.1329,0.1603,0.0648,0.1911,0.0246,0.0301,22.042,0.2672,6.093,0.3304,0.2366,0.5548,4
PRJ3-00637,23,5.269,8.407,0.353,0.2522,0.0542,0.0278,0.0505,0.1076,0.0017,0.0015,15.309,0.1893,0,0.1169,0.2479,0.3854,1
PRJ3-00638,152,4.532,7.222,0.4684,0.2131,0.0677,0.1029,0.0352,0.0756,0.0006,0.0085,18.268,0.1357,1.825,0.0865,0.169,0.3567,1
PRJ3-00639,119,4.884,5.649,0.4406,0.2766,0.0688,0.0335,0,0.1124,0.0403,0.0328,20.927,0.368,6.658,0.308,0.1782,0.4981,3
PRJ3-00640,47,7.67,13.917,0.08,0.5677,0.1284,0.2114,0.0722,0.2868,0.0566,0.072,31.224,0.3599,7.947,0.3863,0.2942,0.5396,8
PRJ3-00641,25,7.613,10.978,0.1649,0.409,0.1245,0.165,0.0282,0.2792,0.0703,0.0378,25.319,0.3366,8.691,0.5888,0.2335,0.3606,5
PRJ3-00642,44,6.813,11.045,0.2884,0.5359,0.1516,0.1574,0.0297,0.2858,0.0265,0.043,30.399,0.3587,4.245,0.5005,0.3261,0.4548,6
PRJ3-00643,31,6.259,6.863,0.3854,0.1847,0.0319,0.0043,0.0094,0.167,0.0392,0.024,21.733,0.2578,1.79,0.2789,0.1638,0.3999,2
PRJ3-00644,24,11.002,3.501,0.5761,0.0914,0.0662,0.0817,0.0219,0.0598,0.0139,0.0166,10.396,0.1467,8.003,0.3168,0.1755,0.3019,2
PRJ3-00645,240,5.008,7.521,0.2393,0.2493,0.0785,0.104,0.0168,0.1412,0.0398,0.0267,13.7,0.1819,0,0.3245,0.2055,0.4267,2
PRJ3-00646,36,5.43,5.232,0.4107,0.1511,0.0865,0.0831,0.0343,0.2179,0.0682,0.0158,16.82,0.2201,1.784,0.279,0.1771,0.307,2
PRJ3-00647,8,6.056,10.917,0.2112,0.4134,0.0983,0.1119,0.0088,0.1828,0.0273,0.0352,23.921,0.2449,5.387,0.3718,0.2394,0.2484,4
PRJ3-00648,49,5.703,6.47,0.5576,0.2955,0.0743,0.1648,0.0516,0.2554,0.0591,0.0482,31.266,0.2853,1.957,0.3514,0.3288,0.5023,4
PRJ3-00649,128,4.712,5.218,0.4148,0.1699,0.0918,0.1616,0.0271,0.1603,0.0073,0.0195,22.14,0.2711,2.072,0.1696,0.2734,0.3808,2
PRJ3-00650,87,4.704,7.946,0.339,0.3245,0.0748,0.0711,0.0164,0.1177,0.0288,0.0135,12.35,0.2721,4.564,0.0769,0.0564,0.2472,2
PRJ3-00651,46,5.662,8.443,0.2027,0.3347,0.0925,0.1672,0.0626,0.1834,0.0301,0.0352,22.977,0.2524,6.001,0.293,0.201,0.3045,4
PRJ3-00652,36,5.002,7.703,0.4168,0.2002,0.0167,0.1231,0.0466,0.0759,0.0193,0.0212,31.269,0.3451,3.294,0.2223,0.2514,0.3512,3
PRJ3-00653,111,5.388,6.429,0.3829,0.2421,0.0549,0.1001,0.0511,0.2073,0.0242,0.0133,16.559,0.2265,4.684,0.2667,0.2086,0.4199,2
PRJ3-00654,141,5.212,9.611,0.2544,0.3453,0.0905,0.136,0.0324,0.0844,0.0888,0.0097,18.933,0.2776,0.61,0.3993,0.2244,0.3113,2
PRJ3-00655,42,6.865,14.191,0.08,0.4693,0.0838,0.158,0.0674,0.1041,0.0439,0.0317,28.344,0.4441,3.112,0.273,0.2228,0.5226,5
PRJ3-00656,187,5.922,11.138,0.1486,0.3635,0.1162,0.1231,0.0254,0.2183,0.0421,0.0452,14.016,0.1028,4.753,0.3919,0.1159,0.4533,4
PRJ3-00657,27,4.823,11.12,0.1962,0.3811,0.0908,0.0841,0.0364,0.0995,0,0.0026,20.798,0.2779,1.592,0.1854,0.2283,0.3101,2
PRJ3-00658,15,2.06,11.75,0.186,0.4989,0.1239,0.1568,0.0531,0.2098,0.0621,0.0478,34.199,0.3848,7.876,0.3205,0.3063,0.4963,6
PRJ3-00659,102,4.37,7.994,0.3571,0.3898,0.0897,0.0561,0.0463,0.1662,0.0302,0.0088,14.1,0.1615,4.917,0.2852,0.1626,0.3173,2
PRJ3-00660,4,0.836,11.22,0.08,0.4686,0.1202,0.208,0.0577,0.2702,0.0178,0.0365,22.381,0.3207,8.369,0.4897,0.3051,0.3615,5
PRJ3-00661,50,6.2,9.7,0.2209,0.411,0.1089,0.162,0.0804,0.2151,0.0525,0.0279,23.014,0.3521,4.365,0.4043,0.2267,0.4216,4
PRJ3-00662,131,4.993,7.87,0.388,0.3027,0.0564,0.0871,0.0186,0.1406,0.0412,0.0285,19.47,0.2824,7.624,0.2395,0.138,0.2913,3
PRJ3-00663,74,6.741,11.322,0.2221,0.3416,0.0593,0.0519,0.0443,0.2384,0.0313,0.0161,5,0.0587,7.163,0.3705,0.1411,0.3383,3
PRJ3-00664,144,5.687,9.484,0.3412,0.4002,0.0942,0.1402,0.0569,0.1994,0.0348,0.015,24.729,0.3103,0,0.4815,0.2588,0.4155,3
PRJ3-00665,123,4.755,9.575,0.2083,0.3685,0.0795,0.1738,0.0627,0.1657,0.0157,0.0244,8.914,0.1322,4.623,0.5218,0.1051,0.2605,3
PRJ3-00666,50,3.65,6.931,0.4492,0.3579,0.0915,0.0595,0.031,0.1221,0.0271,0,19.741,0.2941,1.6,0.4708,0.1521,0.2827,1
PRJ3-00667,113,4.263,4.966,0.5358,0.2604,0.0535,0.1001,0.0083,0.1813,0.0441,0.0067,27.243,0.2726,2.967,0.2926,0.2294,0.2786,2
PRJ3-00668,69,4.118,7.099,0.3874,0.2773,0.0732,0.0499,0.0508,0.0552,0.055,0,17.201,0.2755,9.985,0.2777,0.2048,0.3282,2
PRJ3-00669,40,4.386,2,0.5779,0.0523,0.0368,0.1137,0.0697,0.1613,0.0164,0.0007,20.531,0.2449,6.681,0.3264,0.2079,0.2787,1
PRJ3-00670,157,5.289,7.427,0.3987,0.3168,0.1316,0.1757,0.0645,0.1158,0.0599,0.0238,22.162,0.2276,8.099,0.355,0.3092,0.3484,4
PRJ3-00672,17,3.984,2,0.5901,0.1346,0.0222,0.1289,0.0485,0.0671,0,0.0083,23.458,0.2491,3.675,0.0927,0.2768,0.3681,2
PRJ3-00673,33,5.389,4.95,0.4299,0.1458,0.0732,0.0513,0.0163,0.02,0.0422,0.0322,28.966,0.3598,9.214,0.1942,0.2589,0.3577,4
PRJ3-00674,65,6.105,10.552,0.262,0.3888,0.077,0.1892,0.082,0.2074,0.0422,0.029,22.24,0.2641,5.517,0.3019,0.3082,0.2892,4
PRJ3-00675,41,5.022,3.599,0.6123,0.1927,0.015,0.1346,0.0353,0.0812,0.0315,0.0152,15.725,0.2314,4.597,0.1354,0.2219,0.3054,2
PRJ3-00676,4,1.47,13.242,0.0851,0.4683,0.1222,0.0659,0.0416,0.1431,0.0274,0.0294,31.405,0.4749,4.235,0.3159,0.2033,0.3611,5
PRJ3-00677,170,4.841,11.028,0.2037,0.3526,0.0774,0.1657,0.035,0.0984,0.0036,0.0112,14.771,0.2092,6.516,0.2782,0.1798,0.2429,3
PRJ3-00678,9,1.972,2.518,0.6493,0.1033,0.0144,0,0.0385,0.0802,0.0207,0.0139,8.206,0.1653,0.984,0.1222,0.0577,0.3103,1
PRJ3-00679,117,4.491,4.082,0.5514,0.1572,0.0726,0.1561,0.0512,0.2169,0.0323,0.004,16.679,0.0914,1.606,0.2694,0.2926,0.3861,1
PRJ3-00680,113,5.992,5.933,0.1886,0.1524,0.0534,0.1893,0.0678,0.1967,0.0336,0.0244,22.987,0.2973,1.901,0.5045,0.2664,0.4101,2
PRJ3-00681,79,4.804,9.377,0.3275,0.4071,0.1012,0.1053,0.0283,0.1221,0.0307,0.0278,19.128,0.3928,5.879,0.1977,0.2928,0.4083,4
PRJ3-00682,151,5.855,7.585,0.3226,0.3902,0.0704,0.1775,0.0714,0.1943,0.0486,0.0114,30.039,0.3709,3.844,0.4381,0.2881,0.3726,3
PRJ3-00683,46,5.748,6.808,0.5662,0.3535,0.0561,0.0403,0.0316,0.072,0.0072,0.0374,11.751,0.0237,1.859,0.2852,0.1017,0.4104,3
PRJ3-00684,22,4.579,9.841,0.207,0.3317,0.0373,0.0174,0.0109,0.0901,0.02,0.0077,22.718,0.2181,2.712,0.3234,0.2293,0.1438,2
PRJ3-00685,188,5.053,5.432,0.4897,0.1731,0.0806,0.0374,0.0161,0.1656,0.032,0.0321,10.434,0.2008,0,0.1599,0.07,0.3246,2
PRJ3-00686,85,5.248,12.391,0.3228,0.4925,0.1153,0.0676,0.049,0.1211,0.0207,0.0385,18.662,0.2382,7.713,0.4232,0.1865,0.3712,5
PRJ3-00687,12,3.385,8.576,0.3349,0.3737,0.0451,0.1068,0.0445,0.02,0.0267,0.0139,6.207,0.1189,3.168,0.2301,0.0702,0.3176,2
PRJ3-00688,77,5.464,8.414,0.2386,0.258,0.0864,0.0443,0.0206,0.0351,0.0077,0.0035,24.498,0.3319,8.559,0.2224,0.1936,0.5,3
PRJ3-00689,174,5.888,12.171,0.2504,0.4102,0.1187,0.1441,0.0659,0.2335,0.0422,0.0123,19.705,0.3403,1.751,0.2126,0.2228,0.4119,3
PRJ3-00690,190,4.656,6.833,0.3718,0.3232,0.1042,0.0192,0.0079,0.1322,0.0421,0,27.671,0.2725,1.305,0.1716,0.2068,0.3898,2
PRJ3-00691,28,4.116,9.472,0.392,0.3529,0.0843,0.0405,0.034,0.1663,0.0225,0.0125,19.522,0.2126,3.269,0.1518,0.1611,0.2919,2
PRJ3-00692,39,6.612,13.014,0.08,0.5366,0.154,0.1214,0.0343,0.1962,0.0689,0.0492,29.657,0.3469,8.478,0.5292,0.2274,0.5644,7
PRJ3-00693,28,10.639,8.245,0.247,0.3412,0.1084,0.2493,0.0662,0.2991,0.0978,0.0441,32.321,0.3501,7.805,0.3281,0.4042,0.4072,5
PRJ3-00694,10,2.678,2.059,0.6366,0.0232,0.0453,0.1646,0.0566,0.2723,0.0467,0.0401,10.172,0.19,5.91,0.3409,0.1541,0.259,3
PRJ3-00695,81,4.323,5.969,0.4023,0.1965,0.0321,0.0105,0.0284,0.0863,0.0257,0.0059,25.574,0.272,0.761,0.4231,0.1581,0.3217,2
PRJ3-00696,21,8.525,10.371,0.263,0.4081,0.1048,0.1553,0.0469,0.108,0.0111,0.0191,11.619,0.1177,3.341,0.2556,0.1968,0.3991,3
PRJ3-00697,100,4.085,4.466,0.6419,0.0552,0.0263,0,0.0362,0.0415,0.0413,0.0004,21.287,0.2864,5.884,0.3844,0.2184,0.2931,1
PRJ3-00698,38,5.419,12.232,0.08,0.5011,0.129,0.1594,0.0507,0.184,0.0379,0.037,34.074,0.3167,9.636,0.1763,0.3343,0.4041,6
PRJ3-00699,98,5.566,10.925,0.08,0.3433,0.0813,0.0611,0.045,0.1786,0.0164,0.0181,11.493,0.1747,7.561,0.3473,0.1545,0.1695,3
PRJ3-00700,29,4.871,10.878,0.0876,0.3693,0.1014,0.1133,0.049,0.0647,0.0232,0.0234,16.393,0.2596,5.413,0.2177,0.1841,0.3089,3
PRJ3-00701,46,7.736,9.133,0.4105,0.3043,0.056,0.235,0.0702,0.1747,0.0331,0.0042,28.962,0.282,7.563,0.3194,0.31,0.4229,3
PRJ3-00702,42,7.151,13.791,0.08,0.4895,0.1231,0.1088,0.0535,0.1612,0.0704,0.0336,34.564,0.3536,8.244,0.3331,0.3311,0.4546,6
PRJ3-00703,69,5.009,7.243,0.3872,0.2826,0.0758,0.0634,0.0209,0.1396,0.0439,0.0267,22.086,0.2984,6.075,0.3062,0.2495,0.3599,3
PRJ3-00704,72,5.604,12.87,0.1834,0.3756,0.0738,0.1709,0.0714,0.1119,0.0126,0.0026,10.71,0.2538,6.051,0.302,0.2295,0.3953,3
PRJ3-00705,111,6.717,11.467,0.0871,0.3892,0.0993,0.1557,0.0606,0.2916,0.042,0.0392,17.287,0.3581,7.199,0.1841,0.1921,0.4361,4
PRJ3-00706,16,5.569,8.134,0.2787,0.3558,0.078,0.0358,0.0467,0.0915,0.0215,0.0354,14.379,0.235,6.849,0.3622,0.092,0.4041,3
PRJ3-00707,203,5.138,10.392,0.1613,0.3669,0.0748,0.0951,0.0306,0.223,0.0386,0.012,21.731,0.18,6.292,0.269,0.1704,0.3748,3
PRJ3-00708,141,5.502,8.014,0.3697,0.3083,0.0698,0.0817,0.0052,0.1967,0.0394,0.0238,18.401,0.2087,3.643,0.193,0.073,0.37,2
PRJ3-00709,90,4.988,10.277,0.2043,0.3173,0.1055,0.1496,0.0094,0.1577,0.021,0.0435,25.53,0.2748,0,0.1851,0.2743,0.3011,4
PRJ3-00710,44,8.084,9.61,0.204,0.3891,0.0939,0.1895,0.0415,0.0898,0.0479,0.0357,23.38,0.2768,6.435,0.2583,0.217,0.438,4
PRJ3-00711,24,4.939,7.225,0.4393,0.2417,0.0328,0.0833,0.0325,0.0817,0.0396,0.0162,28.85,0.3172,5.289,0.03,0.2318,0.3508,3
PRJ3-00712,16,3.897,10.562,0.0961,0.3424,0.1064,0.1522,0.0715,0.2893,0.0368,0.0514,22.941,0.2755,3.898,0.4826,0.2226,0.4234,5
PRJ3-00713,84,4.837,7.822,0.2849,0.2288,0.0815,0.0132,0.0333,0.1399,0.0184,0.0138,21.81,0.27,1.622,0.2629,0.1538,0.2537,2
PRJ3-00714,41,4.847,9.988,0.1401,0.4711,0.113,0.1548,0.0433,0.2572,0.0367,0.038,21.546,0.2444,3.452,0.4796,0.2519,0.4063,4
PRJ3-00715,93,4.206,10.649,0.2298,0.2716,0.0848,0.108,0.0094,0.0628,0.0128,0.0181,7.015,0.1468,4.334,0.2743,0.1474,0.2666,3
PRJ3-00716,130,5.757,11.772,0.1283,0.3909,0.1005,0.0245,0.0183,0.254,0.032,0.0245,26.853,0.2805,11.421,0.5169,0.2826,0.4675,5
PRJ3-00717,56,4.552,4.129,0.4532,0.2014,0.0773,0.116,0.079,0.1013,0.0135,0.0283,23.978,0.1967,6.883,0.2671,0.2676,0.24,3
PRJ3-00718,132,5.334,11.459,0.08,0.372,0.087,0.1737,0.0242,0.1625,0.0388,0.0166,27.289,0.2039,2.666,0.2558,0.2753,0.2882,4
PRJ3-00719,32,3.81,5.794,0.3885,0.195,0.0952,0.0293,0.0266,0.1372,0.0208,0.0029,20.754,0.1296,1.6,0.153,0.1335,0.2673,1
PRJ3-00720,118,4.784,5.658,0.4133,0.242,0.0517,0.1382,0.0477,0.1165,0.0035,0.0073,17.846,0.2237,4.674,0.2591,0.2084,0.2621,2
PRJ3-00721,40,5.227,8.579,0.2326,0.3448,0.0978,0.021,0.0566,0.1587,0,0.0088,12.633,0.0265,4.133,0.2818,0.1945,0.413,2
PRJ3-00722,128,5.791,10.575,0.2468,0.4225,0.1442,0.2251,0.0506,0.2352,0.0589,0.0073,28.928,0.3289,3.697,0.4194,0.3359,0.4441,4
PRJ3-00723,76,6.402,6.381,0.4508,0.1749,0.0264,0.2793,0.0764,0.1959,0.0877,0.0418,21.613,0.2899,6.091,0.2855,0.1999,0.391,3
PRJ3-00724,69,3.912,9.299,0.1996,0.3449,0.0939,0.0884,0.017,0.0365,0.0159,0,14.806,0.2394,4.112,0.0604,0.2184,0.2855,2
PRJ3-00725,240,3.269,8.269,0.345,0.3594,0.067,0.0795,0.0316,0.0732,0.0425,0.0245,38.384,0.3969,2.608,0.4056,0.4071,0.4014,4
PRJ3-00726,41,6.249,12.263,0.154,0.4184,0.1127,0.1946,0.0714,0.1679,0.008,0.0422,17.171,0.2898,5.863,0.1852,0.2081,0.3828,5
PRJ3-00727,107,6.054,9.305,0.2612,0.3554,0.0807,0.0906,0.0415,0.1125,0.0192,0.0358,27.274,0.3779,4.527,0.2922,0.2922,0.3318,4
PRJ3-00728,85,4.891,5.74,0.4659,0.279,0.0681,0.125,0.0635,0.2131,0.0511,0.0099,16.108,0.1589,6.755,0.1755,0.21,0.2495,2
PRJ3-00729,41,4.233,6.797,0.4183,0.0983,0.0361,0.1457,0.0646,0.142,0.011,0.0102,14.889,0.2721,6.678,0.2426,0.2227,0.3808,2
PRJ3-00730,21,4.459,13.348,0.08,0.5354,0.1309,0.2147,0.0361,0.1249,0.0218,0.0144,28.935,0.3862,2.489,0.2194,0.2996,0.3824,4
PRJ3-00731,86,4.573,7.384,0.3245,0.3185,0.0874,0.1324,0.028,0.093,0.0417,0.0318,25.63,0.1915,6.531,0.3187,0.3568,0.1957,4
PRJ3-00733,42,6.533,8.471,0.3854,0.2991,0.0688,0.1161,0.0679,0.1332,0.0314,0.0337,35.82,0.5311,8.95,0.2863,0.382,0.3525,5
PRJ3-00734,40,3.126,5.845,0.2981,0.2437,0.0741,0.0287,0.051,0.0463,0,0.0048,21.382,0.3857,6.461,0.1071,0.1186,0.2659,2
PRJ3-00735,240,5.14,6.867,0.4286,0.3063,0.0995,0.0938,0.0251,0.2624,0.0271,0.026,23.762,0.275,0.704,0.2868,0.2496,0.4228,3
PRJ3-00736,27,3.205,7.874,0.3126,0.2914,0.0941,0.0079,0.0367,0.0252,0.0182,0.0176,23.779,0.2791,6.257,0.2652,0.2467,0.3782,3
PRJ3-00737,105,5.612,10.949,0.1594,0.3051,0.0675,0.0762,0,0.1165,0.0543,0.0274,32.867,0.3826,3.157,0.2716,0.2717,0.3357,4
PRJ3-00738,98,5.921,3.349,0.6395,0.1976,0.0842,0.2001,0.0573,0.2637,0.0273,0.0404,26.185,0.2447,7.448,0.5271,0.2815,0.3502,4
PRJ3-00739,25,3.257,8.431,0.2533,0.2568,0.1024,0.0888,0.0313,0.1364,0.0351,0,19.979,0.2605,1.1,0.2503,0.1549,0.2566,1
PRJ3-00740,117,3.749,7.738,0.3769,0.3064,0.1001,0.0094,0.0289,0.0974,0,0,14.973,0.18,2.177,0.2615,0.1681,0.1994,1
PRJ3-00741,113,4.618,11.223,0.1543,0.4429,0.1208,0.1013,0.0081,0.1857,0.051,0,18.849,0.2265,0.154,0.3038,0.2708,0.4301,2
PRJ3-00742,165,4.363,7.85,0.2787,0.1313,0.0339,0.0269,0.0149,0.1093,0.0183,0.0012,28.904,0.4,4.563,0.2538,0.1393,0.2234,2
PRJ3-00743,72,5.274,2,0.5626,0.164,0.0622,0.1568,0.0775,0.2112,0.0474,0.0416,18.868,0.1871,2.199,0.5402,0.2858,0.3665,3
PRJ3-00744,30,5.369,11.368,0.117,0.4624,0.1098,0.0254,0,0.099,0.0163,0.0231,30.611,0.3006,8.115,0.2623,0.2598,0.4109,5
PRJ3-00746,39,6.537,10.979,0.1224,0.3958,0.1083,0.0826,0.0264,0.0777,0.0529,0.0229,24.222,0.1668,5.545,0.3019,0.1745,0.3213,4
PRJ3-00748,159,6.162,14.177,0.08,0.5574,0.1461,0.1208,0.0425,0.2808,0.0638,0.0412,39.681,0.5342,7.36,0.4513,0.4089,0.419,7
PRJ3-00749,60,3.993,5.465,0.4064,0.2341,0.053,0.0145,0.0228,0.02,0.0038,0.0058,17.974,0.2268,3.142,0.3196,0.054,0.1626,1
PRJ3-00750,16,3.732,2,0.6147,0.089,0.0077,0,0,0.0949,0.0163,0.0162,5,0.197,2.043,0.3153,0.0873,0.2909,1
PRJ3-00751,68,5.321,4.165,0.3843,0.2556,0.0469,0.0972,0.0602,0.2013,0.061,0.0287,21.42,0.3203,5.893,0.2881,0.2389,0.4605,3
PRJ3-00752,39,5.79,5.515,0.4969,0.1028,0.0272,0.103,0.0309,0.02,0.0524,0.03,26.045,0.287,7.381,0.401,0.2912,0.2571,3
PRJ3-00753,115,4.102,9.058,0.3435,0.4286,0.1021,0.1019,0.0383,0.02,0.0171,0.032,20.643,0.3228,3.299,0.1634,0.2062,0.2969,3
PRJ3-00754,26,5.684,13.011,0.08,0.3431,0.1086,0.0714,0.0274,0.1872,0.0099,0.0128,23.051,0.2705,5.422,0.2282,0.1342,0.3256,4
PRJ3-00755,28,8.946,6.261,0.3842,0.2843,0.0601,0.0154,0.017,0.0215,0.0345,0.0368,28.541,0.3531,0,0.03,0.2248,0.2979,3
PRJ3-00756,65,4.927,6.996,0.3941,0.2233,0.0567,0.1558,0.0571,0.1747,0.0494,0.05,20.241,0.2177,4.268,0.2517,0.2813,0.2615,4
PRJ3-00757,43,4.744,7.064,0.349,0.2722,0.0412,0.1317,0.0425,0.0686,0,0,24.134,0.2604,0,0.2172,0.2734,0.3219,1
PRJ3-00758,21,6.352,6.169,0.3171,0.2873,0.1086,0.0396,0.0377,0.1363,0.0017,0,15.934,0.1243,2.629,0.1945,0.1434,0.2762,1
PRJ3-00759,42,4.714,5.221,0.4187,0.1771,0.0586,0.131,0.051,0.2358,0.0582,0.0127,22.954,0.2494,0,0.3349,0.1899,0.3574,2
PRJ3-00760,29,6.321,13.171,0.08,0.3434,0.1142,0.2321,0.0855,0.2844,0.0844,0.0286,28.997,0.2659,7.79,0.3744,0.2691,0.4158,5
PRJ3-00761,23,5.674,7.74,0.4201,0.37,0.0923,0.097,0.057,0.1741,0.0487,0.0095,19.788,0.1975,8.977,0.3833,0.1936,0.4443,3
PRJ3-00762,50,6.217,11.661,0.1088,0.3552,0.1005,0.1652,0.0639,0.2762,0.0146,0.0061,17.675,0.1485,8.286,0.2831,0.1651,0.3417,3
PRJ3-00763,27,4.707,5.818,0.4302,0.2757,0.0504,0.1095,0.0399,0.2212,0.0226,0.0106,11.429,0.1677,2.313,0.1788,0.2025,0.4221,2
PRJ3-00764,43,5.652,7.955,0.2858,0.4186,0.0827,0.0682,0.0443,0.1624,0.0276,0.0001,19.492,0.2691,2.903,0.3514,0.2173,0.3424,2
PRJ3-00765,48,5.935,11.063,0.2077,0.4927,0.1122,0.1324,0.0486,0.1008,0.0553,0.0047,29.483,0.399,4.293,0.1691,0.1996,0.3827,4
PRJ3-00766,49,4.95,6.218,0.4591,0.2528,0.0902,0.1624,0.0357,0.2274,0.0333,0.0139,23.205,0.3052,1.216,0.3405,0.1369,0.2384,2
PRJ3-00767,62,3.382,2.337,0.6358,0.1056,0.0478,0.0452,0.0376,0.1566,0.0011,0.0014,20.744,0.29,5.674,0.089,0.186,0.1927,1
PRJ3-00768,33,5.648,11.351,0.08,0.4171,0.1001,0.086,0.025,0.1623,0.0321,0.0263,41.02,0.5235,9.218,0.3545,0.2611,0.4209,6
PRJ3-00769,133,4.789,6.855,0.4108,0.2105,0.0292,0.0327,0.0221,0.0227,0.0027,0.0122,20.147,0.2916,4.276,0.03,0.1408,0.3547,2
PRJ3-00770,50,5.733,6.054,0.474,0.2172,0.0764,0.2834,0.0925,0.2519,0.0224,0.0236,34.293,0.356,9.9,0.2317,0.3,0.3619,4
PRJ3-00771,60,4.463,10.403,0.1626,0.3649,0.1217,0.0675,0.0234,0.161,0.03,0.0133,24.317,0.4271,5.147,0.2747,0.1862,0.3279,3
PRJ3-00772,240,4.636,12.002,0.1936,0.4149,0.062,0.1228,0.0461,0.1274,0.029,0.0111,24.299,0.3486,5.663,0.2352,0.2171,0.377,4
PRJ3-00773,129,7.101,11.197,0.1881,0.493,0.1136,0.1745,0.0594,0.2406,0.0534,0.0319,23.233,0.4849,6.823,0.3582,0.2769,0.4514,5
PRJ3-00774,34,3.924,11.822,0.08,0.4665,0.0886,0.0543,0.032,0.2248,0.0256,0.0177,30.2,0.2325,6.97,0.226,0.2071,0.3464,5
PRJ3-00775,68,4.723,3.918,0.5437,0.2247,0.0857,0.0523,0.0181,0.1466,0.0549,0,30.429,0.243,2.412,0.1819,0.3124,0.322,2
PRJ3-00776,59,6.406,10.015,0.2334,0.347,0.1125,0.1764,0.0368,0.3228,0.057,0.0372,35.619,0.422,8.273,0.384,0.3833,0.475,6
PRJ3-00777,199,5.667,7.073,0.3662,0.3031,0.0666,0.0789,0.0265,0.1769,0.0217,0.0234,27.245,0.3028,4.325,0.1954,0.2586,0.181,3
PRJ3-00778,36,4.485,7.371,0.1915,0.3072,0.1065,0.0712,0.0602,0.0543,0.0022,0.0182,5,0.0107,6.343,0.2736,0.1396,0.3147,3
PRJ3-00779,66,4.515,5.058,0.5833,0.222,0.0867,0.013,0.01,0.1424,0.0148,0.0277,30.376,0.33,3.918,0.1628,0.2553,0.3659,3
PRJ3-00780,77,3.719,6.388,0.4713,0.2694,0.0658,0.0498,0.0079,0.0224,0.0176,0.0121,12.449,0.1489,6.579,0.1984,0.1776,0.3712,2
PRJ3-00781,157,4.807,10.308,0.2518,0.3554,0.1157,0.0236,0.0429,0.0549,0.0397,0.0185,10.199,0.204,7.706,0.3683,0.0991,0.3098,3
PRJ3-00782,39,3.84,8.098,0.08,0.2772,0.0664,0.0534,0.0263,0.232,0.0221,0.0137,17.206,0.3204,7.211,0.1818,0.1186,0.4299,2
PRJ3-00783,17,6.355,14.831,0.08,0.4232,0.1208,0.2803,0.0596,0.2353,0.0668,0.0656,34.165,0.4232,3.704,0.3995,0.3683,0.5033,7
PRJ3-00784,144,5.076,7.118,0.3462,0.2266,0.0616,0.1873,0.072,0.0478,0.0699,0.0286,19.259,0.2502,6.949,0.3455,0.2894,0.3727,3
PRJ3-00785,4,2.058,5.216,0.573,0.297,0.0943,0.0642,0.042,0.0706,0,0.0265,20.103,0.3169,9.681,0.2377,0.1767,0.3494,3
PRJ3-00786,95,4.688,3.654,0.4805,0.1306,0.0506,0.0711,0.0079,0.0571,0,0.0077,18.701,0.1735,1.231,0.3035,0.15,0.2572,1
PRJ3-00787,28,6.032,6.022,0.4304,0.1549,0.0447,0.1655,0.06,0.1923,0.0316,0.0032,17.61,0.201,0,0.2583,0.2094,0.3068,1
PRJ3-00788,52,7.032,12.848,0.08,0.3194,0.1115,0.2649,0.0913,0.2147,0.0397,0.0176,20.791,0.3462,3.547,0.4071,0.2265,0.3822,4
PRJ3-00789,79,4.151,2.708,0.6356,0.1578,0.0603,0.0396,0.0311,0.1108,0.0179,0.0084,5.18,0.2032,0,0.2999,0.0479,0.3453,1
PRJ3-00790,17,2.187,6.449,0.5342,0.1911,0.0597,0.0405,0.0191,0.1488,0.0369,0,9.761,0.1939,4.823,0.2375,0.0395,0.3269,1
PRJ3-00791,25,5.68,7.157,0.3461,0.3071,0.0863,0.1645,0.0175,0.1172,0.0437,0.0208,16.543,0.2786,4.873,0.3976,0.1621,0.3772,2
